Date,Open,High,Low,Close,Adj Close,Volume
2000-09-19,1.066964,1.080357,1.045759,1.070313,0.913867,271510400
2000-09-20,1.060826,1.097098,1.045759,1.090123,0.930782,227388000
2000-09-21,1.044643,1.064732,0.986607,1.012277,0.864314,510490400
2000-09-22,0.898438,0.936384,0.892857,0.931920,0.795703,726700800
2000-09-25,0.941964,0.991071,0.929688,0.955357,0.815714,435551200
2000-09-26,0.952009,0.977679,0.917411,0.918527,0.784268,290936800
2000-09-27,0.924107,0.941964,0.861607,0.873884,0.746150,402259200
2000-09-28,0.880580,0.960938,0.859375,0.955357,0.815714,979585600
2000-09-29,0.503348,0.517857,0.453125,0.459821,0.392610,7421640800
2000-10-02,0.476563,0.477679,0.419643,0.433036,0.369740,2424788800
2000-10-03,0.445313,0.446429,0.396205,0.398438,0.340199,2038120000
2000-10-04,0.399554,0.424107,0.390625,0.421875,0.360210,1466024000
2000-10-05,0.419643,0.437500,0.392857,0.393973,0.336387,873006400
2000-10-06,0.405134,0.409598,0.375000,0.396205,0.338293,612656800
2000-10-09,0.404018,0.408482,0.377232,0.388393,0.331622,597564800
2000-10-10,0.386161,0.400670,0.366071,0.372768,0.318281,691101600
2000-10-11,0.359375,0.375000,0.341518,0.350446,0.299222,1198422400
2000-10-12,0.362723,0.371652,0.348214,0.357143,0.304940,1191064000
2000-10-13,0.361607,0.395089,0.357143,0.393973,0.336387,1247752800
2000-10-16,0.398438,0.415179,0.381696,0.383929,0.327811,820176000
2000-10-17,0.387277,0.391741,0.351563,0.359375,0.306846,601720000
2000-10-18,0.347098,0.376116,0.334821,0.359375,0.306846,834265600
2000-10-19,0.342076,0.353795,0.327009,0.338170,0.288740,1506724800
2000-10-20,0.340402,0.363839,0.338170,0.348214,0.297316,791263200
2000-10-23,0.361886,0.367188,0.347098,0.363839,0.310657,551292000
2000-10-24,0.369420,0.372768,0.335938,0.337054,0.287787,804451200
2000-10-25,0.340402,0.342634,0.329241,0.330357,0.282069,663969600
2000-10-26,0.335938,0.337054,0.312500,0.330357,0.282069,721851200
2000-10-27,0.337054,0.342634,0.319196,0.331473,0.283022,744503200
2000-10-30,0.341518,0.356027,0.334821,0.344866,0.294458,639189600
2000-10-31,0.352679,0.361607,0.343750,0.349330,0.298269,885880800
2000-11-01,0.347098,0.372768,0.347098,0.366071,0.312563,575366400
2000-11-02,0.377232,0.400670,0.376116,0.398438,0.340199,590693600
2000-11-03,0.410714,0.410714,0.391741,0.397321,0.339245,515821600
2000-11-06,0.400670,0.404018,0.372768,0.382813,0.326858,393478400
2000-11-07,0.383929,0.389509,0.371652,0.380580,0.324951,301963200
2000-11-08,0.381696,0.382813,0.353795,0.358259,0.305893,422088800
2000-11-09,0.354911,0.366071,0.340402,0.360491,0.307799,476834400
2000-11-10,0.345703,0.354911,0.340402,0.340402,0.290646,422251200
2000-11-13,0.334821,0.357143,0.325893,0.345982,0.295410,431816000
2000-11-14,0.356027,0.366071,0.349330,0.361607,0.308752,409001600
2000-11-15,0.357701,0.360491,0.343750,0.354911,0.303034,282357600
2000-11-16,0.348214,0.353795,0.337054,0.339286,0.289693,239372000
2000-11-17,0.342634,0.343750,0.325893,0.330357,0.282069,446180000
2000-11-20,0.332031,0.348214,0.325893,0.338170,0.288740,408066400
2000-11-21,0.342634,0.348214,0.334821,0.335938,0.286835,301952000
2000-11-22,0.335938,0.341518,0.328125,0.330357,0.282069,280532000
2000-11-24,0.336775,0.348214,0.335938,0.344866,0.294458,160932800
2000-11-27,0.354911,0.356027,0.330357,0.333705,0.284928,258792800
2000-11-28,0.333705,0.339286,0.320313,0.321987,0.274923,269124800
2000-11-29,0.323103,0.327009,0.308036,0.313616,0.267775,492150400
2000-11-30,0.297991,0.303571,0.287946,0.294643,0.251576,809597600
2000-12-01,0.303571,0.312500,0.300223,0.304688,0.260152,385705600
2000-12-04,0.306920,0.306920,0.293527,0.297991,0.254434,371520800
2000-12-05,0.302455,0.311384,0.292411,0.303571,0.259199,613978400
2000-12-06,0.261161,0.267857,0.250000,0.255580,0.218222,1374464000
2000-12-07,0.257813,0.265625,0.250000,0.255580,0.218222,408917600
2000-12-08,0.264509,0.273438,0.257813,0.268973,0.229658,435624000
2000-12-11,0.271205,0.274554,0.265625,0.271205,0.231563,332511200
2000-12-12,0.272321,0.285714,0.267857,0.274554,0.234423,386260000
2000-12-13,0.277902,0.277902,0.265625,0.267857,0.228705,344887200
2000-12-14,0.268415,0.272321,0.257813,0.257813,0.220129,263317600
2000-12-15,0.260045,0.262277,0.250000,0.251116,0.214411,513945600
2000-12-18,0.260045,0.261161,0.248884,0.254464,0.217269,325808000
2000-12-19,0.256696,0.272321,0.250000,0.250000,0.213458,374007200
2000-12-20,0.246094,0.261161,0.243304,0.256696,0.219175,565331200
2000-12-21,0.254464,0.267857,0.247768,0.251116,0.214411,366844800
2000-12-22,0.252232,0.267857,0.252232,0.267857,0.228705,318052000
2000-12-26,0.265625,0.267857,0.254464,0.262277,0.223941,216815200
2000-12-27,0.256138,0.264509,0.253348,0.264509,0.225846,325466400
2000-12-28,0.256696,0.266741,0.255580,0.264509,0.225846,305177600
2000-12-29,0.262277,0.267857,0.258929,0.265625,0.226799,630336000
2001-01-02,0.265625,0.272321,0.260045,0.265625,0.226799,452312000
2001-01-03,0.258929,0.297991,0.257813,0.292411,0.249670,817073600
2001-01-04,0.323940,0.330357,0.300223,0.304688,0.260152,739396000
2001-01-05,0.302455,0.310268,0.286830,0.292411,0.249670,412356000
2001-01-08,0.302455,0.303292,0.284598,0.295759,0.252528,373699200
2001-01-09,0.300223,0.315011,0.295759,0.306920,0.262058,588929600
2001-01-10,0.297991,0.303571,0.286830,0.295759,0.252528,580781600
2001-01-11,0.290179,0.330357,0.290179,0.321429,0.274446,803734400
2001-01-12,0.319196,0.321429,0.304688,0.306920,0.262058,423376800
2001-01-16,0.311384,0.325893,0.303571,0.305804,0.261105,306118400
2001-01-17,0.313616,0.313616,0.294643,0.300223,0.256340,840873600
2001-01-18,0.318080,0.334821,0.314732,0.333705,0.284928,1227010400
2001-01-19,0.347098,0.349330,0.333705,0.348214,0.297316,776664000
2001-01-22,0.340402,0.350446,0.329241,0.343750,0.293505,519327200
2001-01-23,0.344866,0.373884,0.340402,0.366071,0.312563,879530400
2001-01-24,0.368304,0.369420,0.349330,0.366071,0.312563,717091200
2001-01-25,0.367188,0.367188,0.352679,0.356027,0.303987,489708800
2001-01-26,0.348214,0.353795,0.340402,0.349330,0.298269,482820800
2001-01-29,0.349330,0.388393,0.349330,0.387277,0.330669,855528800
2001-01-30,0.385045,0.392857,0.372768,0.388393,0.331622,692423200
2001-01-31,0.383929,0.401786,0.382813,0.386161,0.329717,730704800
2001-02-01,0.369420,0.383929,0.366071,0.377232,0.322093,369695200
2001-02-02,0.377232,0.391741,0.366071,0.368304,0.314470,427341600
2001-02-05,0.366071,0.367188,0.352679,0.360491,0.307799,286115200
2001-02-06,0.359933,0.381975,0.357143,0.377232,0.322093,462711200
2001-02-07,0.368862,0.372768,0.353795,0.370536,0.316375,393887200
2001-02-08,0.367188,0.376116,0.360491,0.370536,0.316375,604128000
2001-02-09,0.366071,0.371652,0.333705,0.341518,0.291599,590083200
2001-02-12,0.340402,0.357143,0.335938,0.351563,0.300176,274120000
2001-02-13,0.356027,0.364955,0.339286,0.341518,0.291599,237070400
2001-02-14,0.342634,0.350446,0.330357,0.348214,0.297316,309120000
2001-02-15,0.351563,0.367188,0.351563,0.358259,0.305893,311416000
2001-02-16,0.339286,0.348214,0.334821,0.339286,0.289693,263911200
2001-02-20,0.342634,0.347098,0.324777,0.327009,0.279211,314893600
2001-02-21,0.325893,0.356027,0.325893,0.337054,0.287787,390258400
2001-02-22,0.340402,0.345982,0.321429,0.335938,0.286835,431961600
2001-02-23,0.332589,0.337054,0.325893,0.335938,0.286835,293865600
2001-02-26,0.340402,0.351563,0.331473,0.348214,0.297316,206438400
2001-02-27,0.344308,0.347098,0.333705,0.345982,0.295410,348516000
2001-02-28,0.345982,0.347098,0.323661,0.325893,0.278258,508233600
2001-03-01,0.318080,0.334821,0.306920,0.334821,0.285881,330461600
2001-03-02,0.327009,0.364955,0.325893,0.343750,0.293505,406201600
2001-03-05,0.345982,0.366071,0.343750,0.363839,0.310657,324172800
2001-03-06,0.369978,0.393973,0.369420,0.383929,0.327811,731802400
2001-03-07,0.380580,0.386161,0.370536,0.379464,0.323998,419540800
2001-03-08,0.369420,0.377232,0.364955,0.371652,0.317328,204859200
2001-03-09,0.368304,0.369420,0.357143,0.361607,0.308752,299135200
2001-03-12,0.351563,0.354911,0.323661,0.332589,0.283975,391020000
2001-03-13,0.337054,0.349330,0.324777,0.349330,0.298269,443329600
2001-03-14,0.330357,0.366071,0.329241,0.364955,0.311610,477775200
2001-03-15,0.372768,0.381696,0.351563,0.351563,0.300176,529317600
2001-03-16,0.339286,0.362723,0.337054,0.350446,0.299222,470316000
2001-03-19,0.352679,0.368304,0.348214,0.367188,0.313517,356008800
2001-03-20,0.369978,0.373884,0.351563,0.351563,0.300176,499206400
2001-03-21,0.353237,0.372768,0.345982,0.359375,0.306846,371375200
2001-03-22,0.363839,0.388393,0.360491,0.386161,0.329717,723301600
2001-03-23,0.393973,0.420759,0.392857,0.410714,0.350681,944888000
2001-03-26,0.413036,0.424107,0.377321,0.388929,0.332080,734451200
2001-03-27,0.391786,0.411607,0.391071,0.408393,0.348699,543821600
2001-03-28,0.394286,0.401786,0.383929,0.395893,0.338026,584662400
2001-03-29,0.388750,0.418750,0.383929,0.402321,0.343515,613065600
2001-03-30,0.402679,0.405714,0.381071,0.394107,0.336501,400349600
2001-04-02,0.394464,0.404643,0.382143,0.385536,0.329183,340911200
2001-04-03,0.381429,0.382143,0.359464,0.361429,0.308600,368687200
2001-04-04,0.352857,0.361607,0.334821,0.348214,0.297316,685484800
2001-04-05,0.367857,0.401786,0.357143,0.372679,0.318205,446762400
2001-04-06,0.371429,0.375714,0.355357,0.367679,0.313936,324889600
2001-04-09,0.369464,0.381071,0.358214,0.366786,0.313174,266582400
2001-04-10,0.373214,0.405357,0.371071,0.393571,0.336044,457374400
2001-04-11,0.410357,0.410714,0.380000,0.389286,0.332385,334096000
2001-04-12,0.382500,0.411071,0.377679,0.400357,0.341838,298933600
2001-04-16,0.394464,0.400000,0.372500,0.382857,0.326895,285224800
2001-04-17,0.378571,0.378750,0.350000,0.364286,0.311039,685199200
2001-04-18,0.385179,0.430000,0.376429,0.406964,0.347479,1100842400
2001-04-19,0.456250,0.459821,0.421429,0.459286,0.392153,1873670400
2001-04-20,0.445179,0.457679,0.439286,0.447143,0.381785,693403200
2001-04-23,0.434643,0.446429,0.428571,0.433036,0.369740,541525600
2001-04-24,0.434464,0.441964,0.419821,0.429107,0.366385,377137600
2001-04-25,0.432321,0.443929,0.420893,0.441429,0.376906,330780800
2001-04-26,0.449464,0.466071,0.440714,0.440893,0.376448,799696800
2001-04-27,0.450000,0.469464,0.441964,0.467857,0.399471,453012000
2001-04-30,0.476786,0.484286,0.444107,0.455179,0.388646,494776800
2001-05-01,0.453750,0.473214,0.450000,0.463036,0.395355,427252000
2001-05-02,0.470357,0.476786,0.460000,0.474821,0.405417,368524800
2001-05-03,0.463750,0.468750,0.441607,0.445714,0.380565,301543200
2001-05-04,0.432857,0.461607,0.427857,0.459821,0.392610,281052800
2001-05-07,0.457500,0.460000,0.443571,0.445714,0.380565,276550400
2001-05-08,0.452679,0.454464,0.427679,0.438750,0.374619,315436800
2001-05-09,0.431071,0.438393,0.422679,0.428214,0.365623,324889600
2001-05-10,0.432321,0.437500,0.409821,0.410714,0.350681,288976800
2001-05-11,0.410893,0.419464,0.406429,0.408036,0.348394,203044800
2001-05-14,0.408750,0.422857,0.406250,0.415893,0.355103,309220800
2001-05-15,0.417321,0.455357,0.411429,0.413929,0.353426,237025600
2001-05-16,0.415357,0.437500,0.408036,0.430357,0.367453,322330400
2001-05-17,0.432679,0.434464,0.415179,0.420536,0.359067,332119200
2001-05-18,0.417143,0.422143,0.412857,0.420179,0.358762,159051200
2001-05-21,0.421964,0.426964,0.411607,0.420714,0.359219,460997600
2001-05-22,0.428571,0.430893,0.417857,0.419643,0.358305,412916000
2001-05-23,0.424107,0.424107,0.408214,0.414821,0.354187,281041600
2001-05-24,0.415893,0.416071,0.403929,0.414286,0.353731,271756800
2001-05-25,0.414286,0.415893,0.401786,0.406429,0.347022,158743200
2001-05-29,0.398571,0.401786,0.371607,0.383393,0.327353,515989600
2001-05-30,0.370714,0.370714,0.344643,0.353214,0.301585,777078400
2001-05-31,0.353571,0.361429,0.348036,0.356250,0.304178,442892800
2001-06-01,0.359464,0.376607,0.356786,0.373036,0.318510,456075200
2001-06-04,0.376429,0.376964,0.365357,0.368929,0.315003,281920800
2001-06-05,0.371429,0.376786,0.363393,0.373929,0.319273,471794400
2001-06-06,0.373750,0.373750,0.363036,0.370179,0.316071,223176800
2001-06-07,0.369821,0.387500,0.365179,0.386786,0.330250,325180800
2001-06-08,0.386607,0.386607,0.369821,0.380714,0.325066,342624800
2001-06-11,0.375893,0.376250,0.356250,0.357857,0.305550,294000000
2001-06-12,0.353036,0.369464,0.352857,0.362679,0.309667,303794400
2001-06-13,0.382500,0.388036,0.358214,0.365536,0.312106,511487200
2001-06-14,0.357857,0.365179,0.353036,0.355000,0.303110,297348800
2001-06-15,0.358929,0.370536,0.345536,0.365000,0.311649,454624800
2001-06-18,0.364464,0.372321,0.357143,0.363036,0.309972,345912000
2001-06-19,0.372321,0.382143,0.357321,0.360536,0.307837,321087200
2001-06-20,0.357143,0.390179,0.356786,0.386964,0.330402,431620000
2001-06-21,0.384821,0.410714,0.376786,0.401607,0.342905,341331200
2001-06-22,0.401429,0.410714,0.388571,0.397500,0.339398,286025600
2001-06-25,0.401786,0.428571,0.400893,0.428393,0.365776,439549600
2001-06-26,0.416786,0.424464,0.410893,0.424107,0.362116,272781600
2001-06-27,0.425536,0.428571,0.401786,0.416786,0.355865,374130400
2001-06-28,0.411607,0.426964,0.409643,0.420357,0.358914,348409600
2001-06-29,0.422500,0.448214,0.414286,0.415179,0.354493,515390400
2001-07-02,0.422143,0.432679,0.413214,0.426786,0.364403,230048000
2001-07-03,0.419821,0.431786,0.419643,0.425714,0.363488,112543200
2001-07-05,0.421429,0.424464,0.410893,0.414107,0.353578,152292000
2001-07-06,0.406429,0.410000,0.387857,0.393393,0.335892,302920800
2001-07-09,0.394464,0.410714,0.387143,0.405357,0.346107,337467200
2001-07-10,0.409821,0.411964,0.372143,0.377500,0.322321,395270400
2001-07-11,0.375536,0.402679,0.375000,0.402500,0.343667,470506400
2001-07-12,0.416071,0.443036,0.416071,0.435000,0.371417,614801600
2001-07-13,0.430893,0.446607,0.425714,0.443750,0.378888,454742400
2001-07-16,0.444286,0.448214,0.426964,0.427857,0.365318,278667200
